1,android/support/v4/app android/support/v4/content android/support/v4/os android/support/v4/util android/support/v4/view android/support/v4/widget
2,com/actionbarsherlock com/fsck/k9 com/handmark/pulltorefresh/library com/larswerkman/colorpicker
3,de/cketti/library/changelog
4,org/apache/commons/io org/apache/james/mime4j org/htmlcleaner
5,android/support/v4/accessibilityservice
6,android/support/v4/database
7,android/support/v4/net
8,com/beetstra/jutf7
9,com/jcraft/jzlib
