1,android/support/v4/app android/support/v4/content android/support/v4/os android/support/v4/util net/margaritov/preference/colorpicker
2,android/support/v4/view android/support/v4/widget com/zapta/apps/maniana
3,android/annotation
4,android/support/v4/accessibilityservice
5,android/support/v4/database
6,javax/annotation
